#"Step","Potential Energy (kJ/mole)","Temperature (K)"
117000000,-24939.1207817,298.577117053
117150000,-25144.997898,298.953276311
117300000,-24681.8794383,297.516121095
117450000,-24848.1661714,304.8357213
117600000,-24915.6844216,297.278594826
117750000,-24566.8180542,298.568726681
117900000,-25033.9895567,300.17957924
118050000,-24888.4900673,298.523354495
118200000,-24404.8199592,302.548833319
118350000,-24716.4872148,302.325961653
118500000,-24769.5484563,303.317999845
118650000,-24566.7842687,298.004791905
118800000,-24920.3346151,303.835724481
118950000,-24996.8626097,297.607873064
119100000,-24527.0279158,296.61065967
119250000,-24523.0059659,304.916799021
119400000,-24702.7215607,295.829305573
119550000,-24980.9934401,295.328881075
119700000,-24810.6169702,301.381367635
119850000,-24861.1597427,299.216033888
120000000,-24756.6704012,296.267349075
120150000,-24856.4424143,294.678242617
120300000,-24754.0226518,299.794501945
120450000,-24743.3161165,300.390196162
120600000,-24810.6833911,301.8962294
120750000,-25030.4882748,297.181686855
120900000,-24959.6061931,301.205925539
121050000,-24832.3896245,302.56784837
121200000,-25063.4022606,300.454122617
121350000,-24811.1665249,293.997324182
121500000,-24657.5203091,306.365810069
121650000,-25046.5679253,302.300683876
121800000,-24830.6046489,298.68332999
121950000,-24751.7932568,298.106732839
122100000,-24337.2289309,299.094235569
122250000,-24909.4260646,297.987405606
122400000,-25090.3689949,296.448753471
